Nameservice Startzeit: 08.05 16:01:14,437| mit PID <0.81.0> registriert mit Namen nameservice.
lookup um 09.05 09:36:57,663| von <10459.80.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,663| von <10459.81.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.82.0>: {'1507',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.83.0>: {'1506',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.84.0>: {'1505',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.85.0>: {'1504',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.86.0>: {'1503',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.87.0>: {'1502',start@ralf-PC}.
rebind um 09.05 09:36:57,679| von <10459.88.0>: {'1501',start@ralf-PC}.
lookup um 09.05 09:36:57,679| von <10459.82.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,679| von <10459.83.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,694| von <10459.84.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,694| von <10459.85.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,710| von <10459.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,710| von <10459.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:36:57,710| von <10459.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:39:12,089| von <10469.61.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1504,start@ralf-PC}.
lookup um 09.05 09:40:02,571| von <10457.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.86.0>:'1503' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.81.0>:'1508' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.83.0>:'1506' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.87.0>:'1502' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.84.0>:'1505' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.80.0>:'1509' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.82.0>:'1507' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.85.0>:'1504' blockierend (ok).
multicast Vote 09.05 09:40:02,617| - 09.05 09:40:02,617| von <10459.88.0>:'1501' blockierend (ok).
Nameservice Startzeit: 09.05 09:45:13,389| mit PID <0.63.0> registriert mit Namen nameservice.
rebind um 09.05 09:47:01,232| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 09:47:05,101| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.80.0>: {'1509',start@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.81.0>: {'1508',start@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.82.0>: {'1507',start@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.83.0>: {'1506',start@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.84.0>: {'1505',start@ralf-PC}.
rebind um 09.05 09:47:06,131| von <7439.85.0>: {'1504',start@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.80.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.81.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.82.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.83.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.84.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,131| von <7439.85.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:47:06,145| von <7439.86.0>: {'1503',start@ralf-PC}.
rebind um 09.05 09:47:06,145| von <7439.87.0>: {'1502',start@ralf-PC}.
rebind um 09.05 09:47:06,145| von <7439.88.0>: {'1501',start@ralf-PC}.
lookup um 09.05 09:47:06,145| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,145| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:47:06,145| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:48:02,649| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 09:48:02,649| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 09:48:02,665| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 09:48:02,665| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 09:48:02,665| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 09:48:02,665| von <7437.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 09:48:02,665| von <7437.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 09:48:02,681| von <7437.61.0>:{1504,start@ralf-PC}.
lookup um 09.05 09:48:02,681| von <7437.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 09:48:02,697| - 09.05 09:48:02,697| von <7439.86.0>:'1503' blockierend (ok).
multicast Vote 09.05 09:48:02,697| - 09.05 09:48:02,697| von <7439.81.0>:'1508' blockierend (ok).
multicast Vote 09.05 09:48:02,712| - 09.05 09:48:02,712| von <7439.83.0>:'1506' blockierend (ok).
multicast Vote 09.05 09:48:02,712| - 09.05 09:48:02,712| von <7439.87.0>:'1502' blockierend (ok).
multicast Vote 09.05 09:48:02,712| - 09.05 09:48:02,712| von <7439.84.0>:'1505' blockierend (ok).
multicast Vote 09.05 09:48:02,712| - 09.05 09:48:02,712| von <7439.80.0>:'1509' blockierend (ok).
multicast Vote 09.05 09:48:02,712| - 09.05 09:48:02,712| von <7439.82.0>:'1507' blockierend (ok).
multicast Vote 09.05 09:48:02,728| - 09.05 09:48:02,728| von <7439.85.0>:'1504' blockierend (ok).
multicast Vote 09.05 09:48:02,728| - 09.05 09:48:02,728| von <7439.88.0>:'1501' blockierend (ok).
in loop unerwartete Nachricht erhalten:reset
reset um 09.05 09:51:35,482| von <7449.61.0>.
rebind um 09.05 09:51:48,117| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 09:51:55,559| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.85.0>: {'1509',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.86.0>: {'1508',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.87.0>: {'1507',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.88.0>: {'1506',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.89.0>: {'1505',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.90.0>: {'1504',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.91.0>: {'1503',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.92.0>: {'1502',start@ralf-PC}.
rebind um 09.05 09:51:56,589| von <7439.93.0>: {'1501',start@ralf-PC}.
lookup um 09.05 09:51:56,589| von <7439.85.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,589| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,589| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,589| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,589| von <7439.89.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,604| von <7439.90.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,604| von <7439.91.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,604| von <7439.92.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:51:56,604| von <7439.93.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1504,start@ralf-PC}.
lookup um 09.05 09:52:21,393| von <7437.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.91.0>:'1503' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.86.0>:'1508' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.88.0>:'1506' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.92.0>:'1502' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.89.0>:'1505' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.85.0>:'1509' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.87.0>:'1507' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.90.0>:'1504' blockierend (ok).
multicast Vote 09.05 09:52:21,439| - 09.05 09:52:21,439| von <7439.93.0>:'1501' blockierend (ok).
rebind um 09.05 09:52:36,463| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 09:52:42,171| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:52:43,185| von <7439.85.0>: {'1509',start@ralf-PC}.
lookup um 09.05 09:52:43,185| von <7439.85.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.86.0>: {'1508',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.87.0>: {'1507',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.88.0>: {'1506',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.89.0>: {'1505',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.90.0>: {'1504',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.91.0>: {'1503',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.92.0>: {'1502',start@ralf-PC}.
rebind um 09.05 09:52:43,202| von <7439.93.0>: {'1501',start@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.89.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.90.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,202| von <7439.91.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,218| von <7439.92.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:43,218| von <7439.93.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:52:46,462| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 09:52:46,462| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 09:52:46,462| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 09:52:46,462| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 09:52:46,494| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 09:52:46,494| von <7437.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 09:52:46,494| von <7437.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 09:52:46,494| von <7437.61.0>:{1504,start@ralf-PC}.
multicast Vote 09.05 09:52:46,508| - 09.05 09:52:46,508| von <7439.91.0>:'1503' blockierend (ok).
multicast Vote 09.05 09:52:46,508| - 09.05 09:52:46,508| von <7439.86.0>:'1508' blockierend (ok).
multicast Vote 09.05 09:52:46,508| - 09.05 09:52:46,508| von <7439.88.0>:'1506' blockierend (ok).
lookup um 09.05 09:52:46,508| von <7437.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 09:52:46,540| - 09.05 09:52:46,540| von <7439.92.0>:'1502' blockierend (ok).
multicast Vote 09.05 09:52:46,540| - 09.05 09:52:46,540| von <7439.89.0>:'1505' blockierend (ok).
multicast Vote 09.05 09:52:46,540| - 09.05 09:52:46,540| von <7439.85.0>:'1509' blockierend (ok).
multicast Vote 09.05 09:52:46,540| - 09.05 09:52:46,540| von <7439.87.0>:'1507' blockierend (ok).
multicast Vote 09.05 09:52:46,572| - 09.05 09:52:46,572| von <7439.93.0>:'1501' blockierend (ok).
multicast Vote 09.05 09:52:46,587| - 09.05 09:52:46,587| von <7439.90.0>:'1504' blockierend (ok).
rebind um 09.05 09:55:19,468| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 09:55:27,955| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.85.0>: {'1509',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.86.0>: {'1508',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.87.0>: {'1507',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.88.0>: {'1506',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.89.0>: {'1505',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.90.0>: {'1504',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.91.0>: {'1503',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.92.0>: {'1502',start@ralf-PC}.
rebind um 09.05 09:55:28,984| von <7439.93.0>: {'1501',start@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.85.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.89.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,984| von <7439.90.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,000| von <7439.91.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,000| von <7439.92.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:28,000| von <7439.93.0>:{chef,chef@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 09:55:35,443| von <7437.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 09:55:35,458| von <7437.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 09:55:35,458| von <7437.61.0>:{1504,start@ralf-PC}.
lookup um 09.05 09:55:35,458| von <7437.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 09:55:35,488| - 09.05 09:55:35,488| von <7439.91.0>:'1503' blockierend (ok).
multicast Vote 09.05 09:55:35,488| - 09.05 09:55:35,488| von <7439.86.0>:'1508' blockierend (ok).
multicast Vote 09.05 09:55:35,488| - 09.05 09:55:35,488| von <7439.88.0>:'1506' blockierend (ok).
multicast Vote 09.05 09:55:35,488| - 09.05 09:55:35,488| von <7439.92.0>:'1502' blockierend (ok).
multicast Vote 09.05 09:55:35,488| - 09.05 09:55:35,488| von <7439.89.0>:'1505' blockierend (ok).
multicast Vote 09.05 09:55:35,504| - 09.05 09:55:35,504| von <7439.85.0>:'1509' blockierend (ok).
multicast Vote 09.05 09:55:35,504| - 09.05 09:55:35,504| von <7439.90.0>:'1504' blockierend (ok).
multicast Vote 09.05 09:55:35,504| - 09.05 09:55:35,504| von <7439.87.0>:'1507' blockierend (ok).
multicast Vote 09.05 09:55:35,504| - 09.05 09:55:35,504| von <7439.93.0>:'1501' blockierend (ok).
reset um 09.05 10:01:37,692| von <7449.61.0>.
rebind um 09.05 10:01:42,996| von <7437.61.0>: {chef,chef@ralf-PC}.
reset um 09.05 10:01:49,423| von <7449.61.0>.
rebind um 09.05 10:02:20,967| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 10:02:28,362| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.85.0>: {'1509',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.86.0>: {'1508',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.87.0>: {'1507',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.88.0>: {'1506',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.89.0>: {'1505',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.90.0>: {'1504',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.91.0>: {'1503',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.92.0>: {'1502',start@ralf-PC}.
rebind um 09.05 10:02:29,391| von <7439.93.0>: {'1501',start@ralf-PC}.
lookup um 09.05 10:02:29,391| von <7439.85.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,391| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,391| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,391| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,391| von <7439.89.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,407| von <7439.90.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,407| von <7439.91.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,407| von <7439.92.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:29,407| von <7439.93.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:02:45,943| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 10:02:45,943| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 10:02:45,959| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 10:02:45,959| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 10:02:45,959| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 10:02:45,959| von <7437.61.0>:{1509,start@ralf-PC}.
lookup um 09.05 10:02:45,974| von <7437.61.0>:{1507,start@ralf-PC}.
lookup um 09.05 10:02:45,974| von <7437.61.0>:{1504,start@ralf-PC}.
lookup um 09.05 10:02:45,974| von <7437.61.0>:{1501,start@ralf-PC}.
multicast Vote 09.05 10:02:45,990| - 09.05 10:02:45,990| von <7439.91.0>:'1503' blockierend (ok).
multicast Vote 09.05 10:02:46,005| - 09.05 10:02:46,005| von <7439.86.0>:'1508' blockierend (ok).
multicast Vote 09.05 10:02:46,005| - 09.05 10:02:46,005| von <7439.88.0>:'1506' blockierend (ok).
multicast Vote 09.05 10:02:46,005| - 09.05 10:02:46,005| von <7439.92.0>:'1502' blockierend (ok).
multicast Vote 09.05 10:02:46,005| - 09.05 10:02:46,005| von <7439.89.0>:'1505' blockierend (ok).
multicast Vote 09.05 10:02:46,021| - 09.05 10:02:46,021| von <7439.85.0>:'1509' blockierend (ok).
multicast Vote 09.05 10:02:46,021| - 09.05 10:02:46,021| von <7439.87.0>:'1507' blockierend (ok).
multicast Vote 09.05 10:02:46,021| - 09.05 10:02:46,021| von <7439.90.0>:'1504' blockierend (ok).
multicast Vote 09.05 10:02:46,021| - 09.05 10:02:46,021| von <7439.93.0>:'1501' blockierend (ok).
reset um 09.05 10:06:52,159| von <7449.61.0>.
rebind um 09.05 10:06:53,735| von <7437.61.0>: {chef,chef@ralf-PC}.
lookup um 09.05 10:07:05,872| von <7439.61.0>:{chef,chef@ralf-PC}.
rebind um 09.05 10:07:06,886| von <7439.85.0>: {'1509',start@ralf-PC}.
lookup um 09.05 10:07:06,886| von <7439.85.0>:{chef,chef@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.86.0>: {'1508',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.87.0>: {'1507',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.88.0>: {'1506',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.89.0>: {'1505',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.90.0>: {'1504',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.91.0>: {'1503',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.92.0>: {'1502',start@ralf-PC}.
rebind um 09.05 10:07:06,902| von <7439.93.0>: {'1501',start@ralf-PC}.
lookup um 09.05 10:07:06,902| von <7439.86.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,902| von <7439.87.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,902| von <7439.88.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,917| von <7439.89.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,917| von <7439.90.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,917| von <7439.91.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,917| von <7439.92.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:06,917| von <7439.93.0>:{chef,chef@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1503,start@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1508,start@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1506,start@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1502,start@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1505,start@ralf-PC}.
lookup um 09.05 10:07:09,226| von <7437.61.0>:{1509,start@ralf-PC}.
